accession,filed_date,ticker,issuer,cik,primary_doc,captured_at
0001950047-26-003736,2026-04-24,AMD,ADVANCED MICRO DEVICES INC,0000002488,https://www.sec.gov/Archives/edgar/data/0000002488/000195004726003736/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003730,2026-04-24,RMBS,RAMBUS INC,0000917273,https://www.sec.gov/Archives/edgar/data/0000917273/000195004726003730/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003741,2026-04-24,NDAQ,"NASDAQ, INC.",0001120193,https://www.sec.gov/Archives/edgar/data/0001120193/000195004726003741/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003742,2026-04-24,MANH,MANHATTAN ASSOCIATES INC,0001056696,https://www.sec.gov/Archives/edgar/data/0001056696/000195004726003742/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003070,2026-04-24,NOW,"ServiceNow, Inc.",0001373715,https://www.sec.gov/Archives/edgar/data/0001373715/000195917326003070/primary_doc.xml,2026-04-27T22:58:50Z
0001969223-26-000464,2026-04-24,TXN,TEXAS INSTRUMENTS INC,0000097476,https://www.sec.gov/Archives/edgar/data/0000097476/000196922326000464/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003082,2026-04-24,W,Wayfair Inc.,0001616707,https://www.sec.gov/Archives/edgar/data/0001616707/000195917326003082/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027254,2026-04-24,DYN,"Dyne Therapeutics, Inc.",0001818794,https://www.sec.gov/Archives/edgar/data/0001818794/000162828026027254/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027252,2026-04-24,DYN,"Dyne Therapeutics, Inc.",0001818794,https://www.sec.gov/Archives/edgar/data/0001818794/000162828026027252/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003743,2026-04-24,SYM,Symbotic Inc.,0001837240,https://www.sec.gov/Archives/edgar/data/0001837240/000195004726003743/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003061,2026-04-24,,WAFD INC,0000936528,https://www.sec.gov/Archives/edgar/data/0000936528/000195917326003061/primary_doc.xml,2026-04-27T22:58:50Z
0001654954-26-003898,2026-04-24,,GLOBE LIFE INC.,0000320335,https://www.sec.gov/Archives/edgar/data/0000320335/000165495426003898/primary_doc.xml,2026-04-27T22:58:50Z
0001000275-26-000038,2026-04-24,PNRG,PRIMEENERGY RESOURCES CORP,0000056868,https://www.sec.gov/Archives/edgar/data/0000056868/000100027526000038/primary_doc.xml,2026-04-27T22:58:50Z
0002021867-26-000006,2026-04-24,GSUI,Grayscale Sui Staking ETF,0002034012,https://www.sec.gov/Archives/edgar/data/0002034012/000202186726000006/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003078,2026-04-24,NXT,Nextpower Inc.,0001852131,https://www.sec.gov/Archives/edgar/data/0001852131/000195917326003078/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027255,2026-04-24,DYN,"Dyne Therapeutics, Inc.",0001818794,https://www.sec.gov/Archives/edgar/data/0001818794/000162828026027255/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003733,2026-04-24,URI,"UNITED RENTALS, INC.",0001067701,https://www.sec.gov/Archives/edgar/data/0001067701/000195004726003733/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003745,2026-04-24,SYM,Symbotic Inc.,0001837240,https://www.sec.gov/Archives/edgar/data/0001837240/000195004726003745/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003069,2026-04-24,PLBY,"Playboy, Inc.",0001803914,https://www.sec.gov/Archives/edgar/data/0001803914/000195917326003069/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003073,2026-04-24,LFST,"LifeStance Health Group, Inc.",0001845257,https://www.sec.gov/Archives/edgar/data/0001845257/000195917326003073/primary_doc.xml,2026-04-27T22:58:50Z
0000921895-26-001078,2026-04-24,RDCM,RADCOM LTD,0001016838,https://www.sec.gov/Archives/edgar/data/0001016838/000092189526001078/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027253,2026-04-24,DYN,"Dyne Therapeutics, Inc.",0001818794,https://www.sec.gov/Archives/edgar/data/0001818794/000162828026027253/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003084,2026-04-24,VC,VISTEON CORP,0001111335,https://www.sec.gov/Archives/edgar/data/0001111335/000195917326003084/primary_doc.xml,2026-04-27T22:58:50Z
0001193125-26-178059,2026-04-24,MTSI,"MACOM Technology Solutions Holdings, Inc.",0001493594,https://www.sec.gov/Archives/edgar/data/0001493594/000119312526178059/primary_doc.xml,2026-04-27T22:58:50Z
0001976408-26-000362,2026-04-24,NYAX,Nayax Ltd.,0001901279,https://www.sec.gov/Archives/edgar/data/0001901279/000197640826000362/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003746,2026-04-24,VICR,VICOR CORP,0000751978,https://www.sec.gov/Archives/edgar/data/0000751978/000195004726003746/primary_doc.xml,2026-04-27T22:58:50Z
0001969223-26-000465,2026-04-24,TXN,TEXAS INSTRUMENTS INC,0000097476,https://www.sec.gov/Archives/edgar/data/0000097476/000196922326000465/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003075,2026-04-24,COCO,"Vita Coco Company, Inc.",0001482981,https://www.sec.gov/Archives/edgar/data/0001482981/000195917326003075/primary_doc.xml,2026-04-27T22:58:50Z
0001654954-26-003900,2026-04-24,,GLOBE LIFE INC.,0000320335,https://www.sec.gov/Archives/edgar/data/0000320335/000165495426003900/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003735,2026-04-24,UNP,UNION PACIFIC CORP,0000100885,https://www.sec.gov/Archives/edgar/data/0000100885/000195004726003735/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003081,2026-04-24,AAON,"AAON, INC.",0000824142,https://www.sec.gov/Archives/edgar/data/0000824142/000195917326003081/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003739,2026-04-24,SYM,Symbotic Inc.,0001837240,https://www.sec.gov/Archives/edgar/data/0001837240/000195004726003739/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003748,2026-04-24,LMB,"Limbach Holdings, Inc.",0001606163,https://www.sec.gov/Archives/edgar/data/0001606163/000195004726003748/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003721,2026-04-23,AAPL,Apple Inc.,0000320193,https://www.sec.gov/Archives/edgar/data/0000320193/000195004726003721/primary_doc.xml,2026-04-27T22:58:50Z
0000905148-26-001811,2026-04-23,KNTK,Kinetik Holdings Inc.,0001692787,https://www.sec.gov/Archives/edgar/data/0001692787/000090514826001811/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003053,2026-04-23,W,Wayfair Inc.,0001616707,https://www.sec.gov/Archives/edgar/data/0001616707/000195917326003053/primary_doc.xml,2026-04-27T22:58:50Z
0001921094-26-000413,2026-04-23,SEIC,SEI INVESTMENTS CO,0000350894,https://www.sec.gov/Archives/edgar/data/0000350894/000192109426000413/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-026884,2026-04-23,ARWR,"ARROWHEAD PHARMACEUTICALS, INC.",0000879407,https://www.sec.gov/Archives/edgar/data/0000879407/000162828026026884/primary_doc.xml,2026-04-27T22:58:50Z
0001958244-26-000232,2026-04-23,STLD,STEEL DYNAMICS INC,0001022671,https://www.sec.gov/Archives/edgar/data/0001022671/000195824426000232/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003058,2026-04-23,PCRX,"Pacira BioSciences, Inc.",0001396814,https://www.sec.gov/Archives/edgar/data/0001396814/000195917326003058/primary_doc.xml,2026-04-27T22:58:50Z
0001974078-26-000151,2026-04-23,IRD,"Opus Genetics, Inc.",0001228627,https://www.sec.gov/Archives/edgar/data/0001228627/000197407826000151/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003055,2026-04-23,HMN,HORACE MANN EDUCATORS CORP /DE/,0000850141,https://www.sec.gov/Archives/edgar/data/0000850141/000195917326003055/primary_doc.xml,2026-04-27T22:58:50Z
0001974078-26-000150,2026-04-23,,CITIZENS FINANCIAL GROUP INC/RI,0000759944,https://www.sec.gov/Archives/edgar/data/0000759944/000197407826000150/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003044,2026-04-23,BOKF,BOK FINANCIAL CORP,0000875357,https://www.sec.gov/Archives/edgar/data/0000875357/000195917326003044/primary_doc.xml,2026-04-27T22:58:50Z
0001974078-26-000147,2026-04-23,IRD,"Opus Genetics, Inc.",0001228627,https://www.sec.gov/Archives/edgar/data/0001228627/000197407826000147/primary_doc.xml,2026-04-27T22:58:50Z
0001974078-26-000148,2026-04-23,IRD,"Opus Genetics, Inc.",0001228627,https://www.sec.gov/Archives/edgar/data/0001228627/000197407826000148/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003052,2026-04-23,,MICROCHIP TECHNOLOGY INC,0000827054,https://www.sec.gov/Archives/edgar/data/0000827054/000195917326003052/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003045,2026-04-23,MUSA,Murphy USA Inc.,0001573516,https://www.sec.gov/Archives/edgar/data/0001573516/000195917326003045/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003043,2026-04-23,UNH,UNITEDHEALTH GROUP INC,0000731766,https://www.sec.gov/Archives/edgar/data/0000731766/000195917326003043/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003716,2026-04-23,MCD,MCDONALDS CORP,0000063908,https://www.sec.gov/Archives/edgar/data/0000063908/000195004726003716/primary_doc.xml,2026-04-27T22:58:50Z
0001976408-26-000358,2026-04-23,NYAX,Nayax Ltd.,0001901279,https://www.sec.gov/Archives/edgar/data/0001901279/000197640826000358/primary_doc.xml,2026-04-27T22:58:50Z
0000921895-26-001070,2026-04-23,RDCM,RADCOM LTD,0001016838,https://www.sec.gov/Archives/edgar/data/0001016838/000092189526001070/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003048,2026-04-23,,WINTRUST FINANCIAL CORP,0001015328,https://www.sec.gov/Archives/edgar/data/0001015328/000195917326003048/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003718,2026-04-23,ON,ON SEMICONDUCTOR CORP,0001097864,https://www.sec.gov/Archives/edgar/data/0001097864/000195004726003718/primary_doc.xml,2026-04-27T22:58:50Z
0001921094-26-000414,2026-04-23,SEIC,SEI INVESTMENTS CO,0000350894,https://www.sec.gov/Archives/edgar/data/0000350894/000192109426000414/primary_doc.xml,2026-04-27T22:58:50Z
0001949846-26-000221,2026-04-23,TBH,"Brag House Holdings, Inc.",0001903595,https://www.sec.gov/Archives/edgar/data/0001903595/000194984626000221/primary_doc.xml,2026-04-27T22:58:50Z
0001976408-26-000359,2026-04-23,NYAX,Nayax Ltd.,0001901279,https://www.sec.gov/Archives/edgar/data/0001901279/000197640826000359/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-026887,2026-04-23,DYN,"Dyne Therapeutics, Inc.",0001818794,https://www.sec.gov/Archives/edgar/data/0001818794/000162828026026887/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003723,2026-04-23,,"Everpure, Inc.",0001474432,https://www.sec.gov/Archives/edgar/data/0001474432/000195004726003723/primary_doc.xml,2026-04-27T22:58:50Z
0001949846-26-000219,2026-04-23,,SCHWAB CHARLES CORP,0000316709,https://www.sec.gov/Archives/edgar/data/0000316709/000194984626000219/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003724,2026-04-23,RCUS,"Arcus Biosciences, Inc.",0001724521,https://www.sec.gov/Archives/edgar/data/0001724521/000195004726003724/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003047,2026-04-23,TWST,Twist Bioscience Corp,0001581280,https://www.sec.gov/Archives/edgar/data/0001581280/000195917326003047/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003057,2026-04-23,AAON,"AAON, INC.",0000824142,https://www.sec.gov/Archives/edgar/data/0000824142/000195917326003057/primary_doc.xml,2026-04-27T22:58:50Z
