filing_date,form,ticker,company,cik,sic,state,period_ending,accession,captured_at
2026-03-31,NT 10-K,,Borealis Foods Inc.,0001852973,2000,A6,2025-12-31,0001213900-26-037468,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,LIMX,Limitless X Holdings Inc.,0001803977,7990,CA,2025-12-31,0001493152-26-014304,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ACUT,Accustem Sciences Inc.,0001850767,2834,NY,2025-12-31,0001493152-26-013809,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,WYTC,WYTEC INTERNATIONAL INC,0001560143,4822,TX,2025-12-31,0001683168-26-002496,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"TRULEUM, INC.",0000855787,1311,CO,2025-12-31,0001437749-26-010612,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Flag Ship Acquisition Corp,0001850059,6770,NY,2025-12-31,0001829126-26-002932,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,IMCI,INFINITE GROUP INC,0000884650,7372,NY,2025-12-31,0001654954-26-003087,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,PWDY,"POWERDYNE INTERNATIONAL, INC.",0001435617,7374,MA,2025-12-31,0001493152-26-014293,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GBCS,"SELECTIS HEALTH, INC.",0000727346,6798,CO,2025-12-31,0001493152-26-014109,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,TWOH,Two Hands Corp,0001494413,7389,NY,2025-12-31,0001494413-26-000006,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SMTK,"SmartKem, Inc.",0001817760,3674,,2025-12-31,0001104659-26-037757,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,MITI,"Mitesco, Inc.",0000802257,7370,FL,2025-12-31,0001185185-26-001188,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GCGJ,GUOCHUN INTERNATIONAL INC.,0001765048,7370,FL,2025-12-31,0001765048-26-000004,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,PKTX,"ProtoKinetix, Inc.",0001128189,2834,OH,2025-12-31,0001079973-26-000402,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,CQENS Technologies Inc.,0001479915,2834,MN,2025-12-31,0001493152-26-014245,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Shepherd's Finance, LLC",0001544190,6153,FL,2025-12-31,0001493152-26-014282,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BKYI,BIO KEY INTERNATIONAL INC,0001019034,7372,NJ,2025-12-31,0001437749-26-010741,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,CSDX,CS DIAGNOSTICS CORP.,0001106861,2842,2M,2025-12-31,0001214659-26-004049,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GLSI,"Greenwich LifeSciences, Inc.",0001799788,2834,TX,2025-12-31,0001493152-26-014218,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,FGI Industries Ltd.,0001864943,3430,NJ,2025-12-31,0001628280-26-022432,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,TRAW,"Traws Pharma, Inc.",0001130598,2834,PA,2025-12-31,0001130598-26-000002,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,APYP,"APPYEA, INC",0001568969,7371,L3,2025-12-31,0001493152-26-014221,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Elvictor Group, Inc.",0001741489,8742,J3,2025-12-31,0001213900-26-036838,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,CETY,"Clean Energy Technologies, Inc.",0001329606,4924,CA,2025-12-31,0001493152-26-014127,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ADNH,"ADVENT TECHNOLOGIES HOLDINGS, INC.",0001744494,3690,MA,2025-12-31,0001829126-26-002882,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,NUTR,NUSATRIP Inc,0002006468,4700,K8,2025-12-31,0001493152-26-014206,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,CUMULUS MEDIA INC,0001058623,4832,GA,2025-12-31,0001058623-26-000008,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,ChampionsGate Acquisition Corp,0002024460,6770,CA,2025-12-31,0001213900-26-037455,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,NROM,NOBLE ROMANS INC,0000709005,5812,IN,2025-12-31,0001654954-26-003035,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,FMHS,"FARMHOUSE, INC. /NV",0001811999,7370,CA,2025-12-31,0001096906-26-000413,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Next Bridge Hydrocarbons, Inc.",0001936756,1311,TX,2025-12-31,0001199835-26-000086,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Triller Group Inc.,0001769624,6282,CA,2025-12-31,0001213900-26-037586,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,FOXO TECHNOLOGIES INC.,0001812360,8731,FL,2025-12-31,0001493152-26-014046,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,CLUS,Cluster Group Holdings Ltd Co,0001346287,4899,,2025-12-31,0001683168-26-002430,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,STEK,Stemtech Corp,0001511820,5122,FL,2025-12-31,0001683168-26-002493,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SMID,SMITH MIDLAND CORP,0000924719,3272,VA,2025-12-31,0001654954-26-003078,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,KALA,"KALA BIO, Inc.",0001479419,2834,MA,2025-12-31,0001829126-26-002931,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Gaucho Group Holdings, Inc.",0001559998,6552,FL,2025-12-31,0001493152-26-014250,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Certiplex Corp,0001755347,7812,CA,2025-12-31,0001079973-26-000382,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GAME,"GameSquare Holdings, Inc.",0001714562,7900,TX,2025-12-31,0001493152-26-013857,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,CORNER GROWTH ACQUISITION CORP. 2,0001847513,6770,NY,2025-12-31,0001477932-26-001873,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,FGNV,FORGE INNOVATION DEVELOPMENT CORP.,0001687919,6552,CA,2025-12-31,0001493152-26-014103,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SMXT,"SolarMax Technology, Inc.",0001519472,1700,CA,2025-12-31,0001640334-26-000600,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,CapForce Inc.,0001293818,8071,MD,2025-12-31,0001829126-26-002935,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,EDGM,"Edgemode, Inc.",0001652958,8082,FL,2025-12-31,0001683168-26-002549,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,WETH,Wetouch Technology Inc.,0001826660,3577,,2025-12-31,0001213900-26-037546,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,OTLC,"Oncotelic Therapeutics, Inc.",0000908259,2834,CA,2025-12-31,0001493152-26-014324,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,FYNN,Fyntechnical Innovations Inc,0001497230,7374,FL,2025-12-31,0001520138-26-000095,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GOVX,"GeoVax Labs, Inc.",0000832489,2834,GA,2025-12-31,0001437749-26-010722,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,AGAE,Allied Gaming & Entertainment Inc.,0001708341,7900,NY,2025-12-31,0001171843-26-002090,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Hyperscale Data, Inc.  (GPUS, GPUS-PD)",0000896493,3533,NV,2025-12-31,0001214659-26-004111,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ASPI,ASP Isotopes Inc.,0001921865,2890,TX,2025-12-31,0001477932-26-001871,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,VIVK,"Vivakor, Inc.",0001450704,4953,TX,2025-12-31,0001829126-26-002909,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,EVTV,"Envirotech Vehicles, Inc.",0001563568,3714,CA,2025-12-31,0001437749-26-010728,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,FRPH,"FRP HOLDINGS, INC.",0000844059,6500,FL,2025-12-31,0000844059-26-000026,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Lomond Therapeutics Holdings, Inc.",0001900520,2834,DE,2025-12-31,0001213900-26-037599,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BDPT,"BIOADAPTIVES, INC.",0001575142,2834,NV,2025-12-31,0001640334-26-000599,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,VVOS,"Vivos Therapeutics, Inc.",0001716166,3841,CO,2025-12-31,0001493152-26-014114,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ONAR,Onar Holding Corp,0001682265,1700,CA,2025-12-31,0001477932-26-001826,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,YHC,LQR House Inc.,0001843165,2080,FL,2025-12-31,0001213900-26-037516,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,MFON,MOBIVITY HOLDINGS CORP.,0001447380,7372,AZ,2025-12-31,0001493152-26-014350,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Renewable Energy Acquisition Corp.,0001418302,6770,MN,2026-03-31,0001575872-26-000200,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,JOCM,JOCOM HOLDINGS CORP.,0001907425,7380,N8,2025-12-31,0001493152-26-013731,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,OWPC,"One World Products, Inc.",0001622244,2834,NV,2025-12-31,0001493152-26-014272,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SDOT,Sadot Group Inc.,0001701756,5810,TX,2025-12-31,0001731122-26-000511,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Classover Holdings, Inc.",0002022308,8200,DE,2025-12-31,0001477932-26-001868,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,HTHL,HUMITECH INTERNATIONAL GROUP INC,0001170839,5099,,2025-12-31,0001829126-26-002947,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GTCH,GBT Technologies Inc.,0001471781,8742,CA,2025-12-31,0001731122-26-000505,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,KUBR,Kuber Resources Corp,0001081834,4832,K3,2025-12-31,0001214659-26-004068,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,NXXT,"NEXTNRG, INC.",0001817004,5500,FL,2025-12-31,0001493152-26-014219,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,QCLS,"Q/C TECHNOLOGIES, INC.",0001321834,2835,NY,2025-12-31,0001493152-26-014222,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BSFC,Blue Star Foods Corp.,0001730773,2092,FL,2025-12-31,0001493152-26-014260,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ORBS,Eightco Holdings Inc.,0001892492,6153,PA,2025-12-31,0001493152-26-014176,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,MYSZ,"My Size, Inc.",0001211805,7372,L3,2025-12-31,0001493152-26-014177,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Texas Ventures Acquisition III Corp,0002033991,6770,TX,2025-12-31,0001104659-26-037687,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ATVK,"Ameritek Ventures, Inc.",0001530185,3714,NV,2025-12-31,0001376474-26-000255,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Nature's Miracle Holding Inc.,0001947861,3523,CA,2025-12-31,0001213900-26-036966,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Global Industry Products, Corp.",0001466369,5110,NV,2025-12-31,0001065949-26-000024,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,WidFit Inc.,0001912954,7370,L3,2025-12-31,0001912954-26-000004,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,XWIN,XMax Inc.,0001473334,2510,CA,2025-12-31,0001493152-26-014215,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,DPLS,"DarkPulse, Inc.",0000866439,7372,AZ,2025-12-31,0001683168-26-002553,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SURG,"SurgePays, Inc.",0001392694,4813,TN,2025-12-31,0001493152-26-014265,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,T3 Defense Inc.,0001787518,8742,NY,2025-12-31,0001213900-26-037548,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,POLA,"Polar Power, Inc.",0001622345,3690,CA,2025-12-31,0001493152-26-014309,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,NUMD,"Nu-Med Plus, Inc.",0001543637,3841,NY,2025-12-31,0001543637-26-000001,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,CAPS,Capstone Holding Corp.,0000887151,5030,IL,2025-12-31,0001213900-26-037511,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,PTPI,"Petros Pharmaceuticals, Inc.",0001815903,2834,NY,2025-12-31,0001104659-26-037800,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Salamander Innisbrook, LLC",0001418372,7900,FL,2025-12-31,0001193125-26-134077,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BEGI,"BLACKSTAR ENTERPRISE GROUP, INC.",0001483646,6199,CO,2025-12-31,0001065949-26-000026,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ITOX,"IIOT-OXYS, Inc.",0001290658,7372,MA,2025-12-31,0001683168-26-002490,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ITP,"IT TECH PACKAGING, INC.",0001358190,2670,F4,2025-12-31,0001213900-26-036737,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BRVO,Bravo Multinational Inc.,0001444839,7990,VA,2025-12-31,0001091818-26-000034,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SSM,Sono Group N.V.,0001840416,3674,2M,2025-12-31,0001171843-26-002095,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Korth Direct Mortgage Inc.,0001695963,6162,FL,2025-12-31,0001214659-26-004061,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GWLL,"GOLDENWELL BIOTECH, INC.",0001800373,2000,OH,2025-12-31,0001477932-26-001748,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,WRPT,ULIXE CORP.,0001842138,7389,DE,2025-12-31,0001829126-26-002930,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,IONI,I-ON Digital Corp.,0001580490,6199,IL,2025-12-31,0001493152-26-014153,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SOBR,"SOBR Safe, Inc.",0001425627,2721,CO,2025-12-31,0001477932-26-001834,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ONEI,OneMeta Inc.,0001388295,7374,CA,2025-12-31,0001493152-26-014220,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,AIEV,"Thunder Power Holdings, Inc.",0001912582,3711,,2025-12-31,0001213900-26-037427,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Brand Engagement Network Inc.,0001838163,7373,DE,2025-12-31,0001493152-26-013737,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"BMP AI Technologies, Inc.",0001130781,7812,,2025-12-31,0001477932-26-001778,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,micromobility.com Inc.,0001788841,7389,NY,2025-12-31,0001079973-26-000400,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,TCW Direct Lending VII LLC,0001715933,,CA,2025-12-31,0001193125-26-134305,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Mobiquity Technologies, Inc.",0001084267,7310,NY,2025-12-31,0001683168-26-002535,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,QMCI,QUOTEMEDIA INC,0001101433,7389,AZ,2025-12-31,0001654954-26-003086,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,NBND,NetBrands Corp.,0001725911,6199,NY,2025-12-31,0001493152-26-013695,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,AGGI,"Allied Energy, Inc.",0001109262,5960,,2025-12-31,0001683168-26-002482,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,OMTK,Omnitek Engineering Corp,0001404804,3714,CA,2025-12-31,0001096906-26-000422,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GWAV,"Greenwave Technology Solutions, Inc.",0001589149,5051,VA,2025-12-31,0001493152-26-014122,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Horizon Space Acquisition I Corp.,0001946021,6770,NY,2025-12-31,0001929980-26-000107,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Embrace Change Acquisition Corp.,0001869601,6770,CA,2025-12-31,0001493152-26-014216,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BSPK,"Bespoke Extracts, Inc.",0001409197,2834,CO,2025-12-31,0001213900-26-037162,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Redwood Mortgage Investors IX,0001448038,6500,CA,2025-12-31,0001193125-26-134638,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BRRN,"Byrn, Inc.",0001397795,8741,NV,2025-12-31,0001213900-26-037328,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,AMCI,AMC Robotics Corp,0001937891,5700,NY,2025-12-31,0001493152-26-014223,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Charlton Aria Acquisition Corp,0002024459,6770,CA,2025-12-31,0001213900-26-037418,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BOXL,Boxlight Corp,0001624512,8200,GA,2025-12-31,0001628280-26-022214,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GLAI,"Global AI, Inc.",0001473490,5960,FL,2025-12-31,0001493152-26-013927,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,TRUG,"TruGolf Holdings, Inc.",0001857086,3949,FL,2025-12-31,0001493152-26-014124,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Quetta Acquisition Corp,0001978528,6770,NY,2025-12-31,0001493152-26-014057,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Inception Growth Acquisition Ltd,0001866838,6770,NY,2025-12-31,0001213900-26-036756,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,LIVG,"Livento Group, Inc.",0001593549,7372,NY,2026-03-31,0002063628-26-000007,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,STAI,ScanTech AI Systems Inc.,0001994624,3825,NY,2025-12-31,0001104659-26-037907,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SPST,Superstar Platforms Inc.,0001192323,7389,NY,2025-12-31,0001493152-26-014330,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SIGY,"Sigyn Therapeutics, Inc.",0001642159,3841,CA,2025-12-31,0001493152-26-014344,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BLMH,"BLUM HOLDINGS, INC.",0001996210,5900,CA,2025-12-31,0001437749-26-010746,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GRDX,GridAI Technologies Corp.,0001604191,2834,FL,2025-12-31,0001104659-26-037700,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SRRE,SUNRISE REAL ESTATE GROUP INC,0001083490,6513,,2025-12-31,0001104659-26-037596,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SNTL,Sentinel Holdings Ltd.,0000889353,7200,CA,2025-12-31,0001096906-26-000440,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,KTEL,"KonaTel, Inc.",0000845819,4899,TX,2025-12-31,0001493152-26-013726,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,DYNR,"DYNARESOURCE, INC.",0001111741,1000,TX,2025-12-31,0001193125-26-132189,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Corner Growth Acquisition Corp.,0001829953,6770,NY,2025-12-31,0001477932-26-001872,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,CONX Corp.,0001823000,6510,CO,2025-12-31,0001104659-26-037778,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BTAB,IWAC Holding Co Inc.,0002033522,5960,NY,2025-12-31,0001104659-26-037881,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Aimfinity Investment Corp. I,0001903464,6770,NY,2025-12-31,0001213900-26-037577,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,DTCX,"Datacentrex, Inc.",0001853825,7374,UT,2025-12-31,0001493152-26-014296,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,TVCN,TV Channels Network Inc.,0001952670,4899,NV,2025-12-31,0001952670-26-000012,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ZHJD,Intelligent Hotel Group Ltd.,0001794276,2870,,2025-12-31,0001493152-26-013920,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,UGRO,"urban-gro, Inc.",0001706524,5080,CO,2025-12-31,0001213900-26-037273,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Arboretum Silverleaf Income Fund, L.P.",0001672773,7359,NH,2025-12-31,0001493152-26-014200,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,AESP,Aeon Acquisition I Corp.,0002082526,6770,FL,2025-12-31,0001493152-26-014165,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ATPC,Agape ATP Corp,0001713210,8000,N8,2025-12-31,0001493152-26-014204,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,FEED,"ENvue Medical, Inc.",0001326706,3842,TX,2025-12-31,0001493152-26-014125,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,IVPR,"INSPIRE VETERINARY PARTNERS, INC.",0001939365,0700,VA,2025-12-31,0001213900-26-037456,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,PGOL,PATRIOT GOLD CORP,0001080448,1040,NV,2025-12-31,0001683168-26-002429,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"MediXall Group, Inc.",0001601280,4011,FL,2025-12-31,0001079973-26-000384,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,RVYL,RYVYL Inc.,0001419275,8742,CA,2025-12-31,0001185185-26-001181,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,CPMV,Mosaic ImmunoEngineering Inc.,0000836564,2836,CA,2025-12-31,0001683168-26-002497,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Hall Chadwick Acquisition Corp,0002079013,6770,,2025-12-31,0001829126-26-002922,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,FSI,FLEXIBLE SOLUTIONS INTERNATIONAL INC,0001069394,2890,A1,2025-12-31,0001493152-26-014305,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,GRPS,"Trans American Aquaculture, Inc",0001990446,0200,TX,2025-12-31,0001683168-26-002509,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SNRG,SusGlobal Energy Corp.,0001652539,4953,A6,2025-12-31,0001062993-26-001750,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,AIBT,"AIBOTICS, INC.",0001763329,2833,ID,2025-12-31,0001096906-26-000443,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,LASE,Laser Photonics Corp,0001807887,3690,FL,2025-12-31,0001493152-26-014286,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,CMBM,Cambium Networks Corp,0001738177,3663,E9,2025-12-31,0001193125-26-134964,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BGLC,BioNexus Gene Lab Corp,0001737523,8071,N8,2025-12-31,0001477932-26-001877,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ZDPY,"Zoned Properties, Inc.",0001279620,6512,AZ,2025-12-31,0001213900-26-037566,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,ALPHATIME ACQUISITION CORP,0001889106,6770,NY,2025-12-31,0001493152-26-013873,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,UEEC,"United Health Products, Inc.",0001096938,3842,NV,2025-12-31,0001477932-26-001851,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Blue Water Acquisition Corp. III,0002050501,6770,CT,2025-12-31,0001104659-26-037683,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,STARRY SEA ACQUISITION CORP,0002059165,6770,,2025-12-31,0001829126-26-002897,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,AGSS,"AMERIGUARD SECURITY SERVICES, INC.",0001514443,7381,CA,2025-12-31,0001213900-26-037255,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"DEEP FISSION, INC.",0001918102,4911,CA,2025-12-31,0001104659-26-037854,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,NWBO,NORTHWEST BIOTHERAPEUTICS INC,0001072379,2834,MD,2025-12-31,0001104659-26-037871,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,APUS,"Apimeds Pharmaceuticals US, Inc.",0001894525,2834,NJ,2025-12-31,0001213900-26-037575,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,XTIA,"XTI Aerospace, Inc.",0001529113,7371,CO,2025-12-31,0001213900-26-037691,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BWMG,"Brownie's Marine Group, Inc",0001166708,3949,FL,2025-12-31,0001493152-26-014101,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"UpHealth, Inc.",0001770141,8000,FL,2025-12-31,0001193125-26-134465,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SOPA,SOCIETY PASS INCORPORATED.,0001817511,7389,,2025-12-31,0001493152-26-014205,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Loan Artificial Intelligence Corp.,0001594968,7900,,2025-12-31,0001683168-26-002506,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ISPC,iSpecimen Inc.,0001558569,8731,MA,2025-12-31,0001213900-26-037193,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"MSP Recovery, Inc.",0001802450,7374,FL,2025-12-31,0001802450-26-000002,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,VSTD,Vestand Inc.,0001898604,5812,CA,2025-12-31,0001493152-26-013953,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,WHEN,"WORLD HEALTH ENERGY HOLDINGS, INC.",0000943535,7372,FL,2025-12-31,0001493152-26-014121,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,RNAZ,"Transcode Therapeutics, Inc.",0001829635,2834,MA,2025-12-31,0001104659-26-037743,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Horizon Space Acquisition II Corp.,0002032950,6770,NY,2025-12-31,0001929980-26-000105,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,Celularity Inc,0001752828,2834,NJ,2025-12-31,0001493152-26-014319,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,BASA,"BASANITE, INC.",0001448705,3990,CT,2025-12-31,0001079973-26-000399,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,CENN,Cenntro Inc.,0001707919,3711,NJ,2025-12-31,0001140361-26-012355,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,ACQC,Relativity Acquisition Corp,0001860484,6770,NV,2025-12-31,0001104659-26-037807,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,SLAMF,Slam Corp.,0001838162,4899,NY,2025-12-31,0001213900-26-037490,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,PREM,Premier Air Charter Holdings Inc.,0001570937,3841,CA,2025-12-31,0001683168-26-002443,2026-04-27T23:04:07Z
2026-03-31,NT 10-K,,"Abpro Holdings, Inc.",0001893219,2836,NY,2025-12-31,0001213900-26-036634,2026-04-27T23:04:07Z
