recall_id,classification,recall_type,firm,product,reason,recall_initiation_date,status,captured_at
H-0495-2026,Class II,food,MG Foods-Compass Group,"Spicy Breakfast Burrito in a flour tortilla.  Net Weight 10 oz (283g)   Scrambled eggs, Salsa, Potatoes, Jalapenos, Cheddar, Green Pepper & ",foreign material (small hard plastic fragments),2026-01-13,Completed,2026-04-27T23:01:55Z
H-0493-2026,Class II,food,McCain Foods USA Inc,"Sonic Tots, item number SON00543. Frozen potato product is packaged in clear unlabeled poly bags (6/5 lb), Net Wt 30 lbs (13.61 kg)/ case. U",Foreign material (small hard plastic fragments).,2026-01-12,Ongoing,2026-04-27T23:01:55Z
Z-1521-2026,Class II,device,Waldemar Link GmbH & Co. KG (Mfg Site),Endo-Model Replacement Plateau;  Item Number: 15-0027/11;,The potential for an implant with a plateau screw where the bushing could detach from the screw shaft due to a longitudinal fracture.,2026-01-12,Ongoing,2026-04-27T23:01:55Z
Z-1517-2026,Class II,device,Waldemar Link GmbH & Co. KG (Mfg Site),Endo-Model Replacement Plateau;  Item Number: 15-8030/12;,The potential for an implant with a plateau screw where the bushing could detach from the screw shaft due to a longitudinal fracture.,2026-01-12,Ongoing,2026-04-27T23:01:55Z
Z-1511-2026,Class II,device,Waldemar Link GmbH & Co. KG (Mfg Site),Endo-Model SL Connection Component incl. PE-Plateau;  Item Number: 16-2840/05;,The potential for an implant with a plateau screw where the bushing could detach from the screw shaft due to a longitudinal fracture.,2026-01-12,Ongoing,2026-04-27T23:01:55Z
Z-1520-2026,Class II,device,Waldemar Link GmbH & Co. KG (Mfg Site),Endo-Model Replacement Plateau;  Item Number: 15-8521/15;,The potential for an implant with a plateau screw where the bushing could detach from the screw shaft due to a longitudinal fracture.,2026-01-12,Ongoing,2026-04-27T23:01:55Z
H-0472-2026,Class II,food,Diva Fam Inc,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. Passion Fruit- UPC# 5061033691882,potential Clostridium botulinum contamination,2026-01-09,Ongoing,2026-04-27T23:01:55Z
H-0469-2026,Class II,food,Diva Fam Inc,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. Wildcrafted- UPC# 5065006235073,potential Clostridium botulinum contamination,2026-01-09,Ongoing,2026-04-27T23:01:55Z
H-0478-2026,Class II,food,Diva Fam Inc,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. Soursop- UPC# 5061033691875,potential Clostridium botulinum contamination,2026-01-09,Ongoing,2026-04-27T23:01:55Z
H-0467-2026,Class II,food,Diva Fam Inc,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. Mango- UPC# 5065006235875,potential Clostridium botulinum contamination,2026-01-09,Ongoing,2026-04-27T23:01:55Z
H-0477-2026,Class II,food,Diva Fam Inc,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. 5 Blend in 1- UPC# 5061033690052,potential Clostridium botulinum contamination,2026-01-09,Ongoing,2026-04-27T23:01:55Z
H-0480-2026,Class II,food,Diva Fam Inc,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. Orange- UPC# 5061033692926,potential Clostridium botulinum contamination,2026-01-09,Ongoing,2026-04-27T23:01:55Z
H-0468-2026,Class II,food,Diva Fam Inc,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. Pineapple- UPC# 5065006235288,potential Clostridium botulinum contamination,2026-01-09,Ongoing,2026-04-27T23:01:55Z
H-0475-2026,Class II,food,Diva Fam Inc,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. Cherry- UPC# 5061033691264,potential Clostridium botulinum contamination,2026-01-09,Ongoing,2026-04-27T23:01:55Z
H-0471-2026,Class II,food,Diva Fam Inc,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. Elderberry- UPC# 5065006235189,potential Clostridium botulinum contamination,2026-01-09,Ongoing,2026-04-27T23:01:55Z
H-0481-2026,Class I,food,VH FOODS INC,"Bread Crumbs, Outside The Breadbox brand, net wt. 8 oz, UPC 873799001554.  Product is packaged in a clear stand up pouch. Intended use   bak",Undeclared allergens: egg and milk,2026-01-08,Ongoing,2026-04-27T23:01:55Z
H-0494-2026,Class II,food,ISLAND CRAB CORPORATION,Smoked Grouper Dip 7lb plastic tub with tamper proof lid 1/7lb tub per case. Keep Refrigerated.,"Undeclared Milk, Eggs, Sodium metabisulfite",2026-01-08,Ongoing,2026-04-27T23:01:55Z
Z-1464-2026,Class II,device,"Medline Industries, LP",Medline Kits containing Tego Connectors  Medline DIALYSIS ON/OFF KIT  SKU EBSI1746,Affected lots may exhibit issues with the silicone seal on Tego Connectors included in kits. Issues include silicone seal doming and silicon,2026-01-08,Ongoing,2026-04-27T23:01:55Z
Z-1468-2026,Class II,device,"Medline Industries, LP",Convenience kits containing Tego Connectors    Medline DIALYSIS DRSNG CHNG  SKU DYNDC3167,Affected lots may exhibit issues with the silicone seal on Tego Connectors included in kits. Issues include silicone seal doming and silicon,2026-01-08,Ongoing,2026-04-27T23:01:55Z
Z-1465-2026,Class II,device,"Medline Industries, LP",Convenience kits used for dialysis maintenance    Medline ADD A CATH DIALYSIS KIT  SKU ECVC8415A    Centurion CENTRAL LINE INSERTION TRAY  S,Affected lots may exhibit issues with the silicone seal on Tego Connectors included in kits. Issues include silicone seal doming and silicon,2026-01-08,Ongoing,2026-04-27T23:01:55Z
Z-1290-2026,Class II,device,Olympus Corporation of the Americas,Product Name: Single Use 3-Lumen Sphincterotome V  Model/Catalog Number: KD-V411M-1520  Product Description: These instruments have been des,Devices which did not undergo thermoforming could deform and lose performance.,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1287-2026,Class II,device,Olympus Corporation of the Americas,Product Name: Disposable Triple Lumen Sphincterotome  Model/Catalog Number: KD-401Q-0330  Product Description: These instruments have been d,Devices which did not undergo thermoforming could deform and lose performance.,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1392-2026,Class II,device,"Medline Industries, LP","Medline Convenience Kits:  1) KIT SURG ONC EXCISION BREAST, Model Number: DYKMBNDL84A;   2) KIT SURG ONC EXPLORATORY LAP, Model Number: DYKM",Medline has identified issues related to calibration of the equipment used to sterilize and package the devices. All products were exposed t,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1407-2026,Class II,device,"Medline Industries, LP","Medline Convenience Kits:  1) KIT TRIPLE LUMEN INSERTION, Model Number: DYNDM1031A",Medline has identified issues related to calibration of the equipment used to sterilize and package the devices. All products were exposed t,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1271-2026,Class II,device,Olympus Corporation of the Americas,Product Name: Single Use 3-Lumen Sphincterotome V  Model/Catalog Number:  KD-V411M-0330;  Software Version: N/A  Product Description: These ,Devices which did not undergo thermoforming could deform and lose performance.,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1315-2026,Class II,device,Philips North America Llc,Brilliance iCT;  Product Code (REF): 728306;,"As part of the CT systems sub assembly, thirty-two (32) fasteners are used to attach the rotor to the bearing within the gantry. One or more",2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1273-2026,Class II,device,Olympus Corporation of the Americas,Product Name: Single Use 3-Lumen Sphincterotome V  Model/Catalog Number:  KD-V411M-0725;  Software Version: N/A  Product Description: These ,Devices which did not undergo thermoforming could deform and lose performance.,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1401-2026,Class II,device,"Medline Industries, LP","Medline Convenience Kits:  1) KIT ACES INSERT PEG, Model Number: DYKMBNDL130;   2) KIT ACES INSERT PEG, Model Number: DYKMBNDL130A;   3) KIT",Medline has identified issues related to calibration of the equipment used to sterilize and package the devices. All products were exposed t,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1406-2026,Class II,device,"Medline Industries, LP","Medline Convenience Kits:  1) DRAPE PACK-CHOICE, Model Number: DYNJ63118A",Medline has identified issues related to calibration of the equipment used to sterilize and package the devices. All products were exposed t,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1317-2026,Class II,device,Philips North America Llc,Spectral CT;  Product Code (REF): 728333;,"As part of the CT systems sub assembly, thirty-two (32) fasteners are used to attach the rotor to the bearing within the gantry. One or more",2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1402-2026,Class II,device,"Medline Industries, LP","Medline Convenience Kits:  1) LVAD DRIVELINE TRAY, Model Number: DM1035;   2) KIT SURG ONC INSERT CENT.VENOU, Model Number: DYKMBNDL43",Medline has identified issues related to calibration of the equipment used to sterilize and package the devices. All products were exposed t,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1410-2026,Class II,device,"Medline Industries, LP","Medline Convenience Kits:  1) ADMIT KIT, Model Number: DYKA1343A",Medline has identified issues related to calibration of the equipment used to sterilize and package the devices. All products were exposed t,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1289-2026,Class II,device,Olympus Corporation of the Americas,Product Name: Disposable Triple Lumen Sphincterotome  Model/Catalog Number: KD-401Q-0730  Product Description: These instruments have been d,Devices which did not undergo thermoforming could deform and lose performance.,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1296-2026,Class II,device,Olympus Corporation of the Americas,Product Name: Single Use 3-Lumen Sphincterotome V  Model/Catalog Number: KD-V411M-3025  Product Description: These instruments have been des,Devices which did not undergo thermoforming could deform and lose performance.,2026-01-07,Ongoing,2026-04-27T23:01:55Z
Z-1419-2026,Class II,device,"Medline Industries, LP","Medline Convenience Kits:  1) BAP NORTH ROBOTIC SURGERY CDS, Model Number: CDS982407N;   2) TOT/ GYN LITHOTOMY CDS, Model Number: CDS985431K",Medline has identified issues related to calibration of the equipment used to sterilize and package the devices. All products were exposed t,2026-01-07,Ongoing,2026-04-27T23:01:55Z
H-0489-2026,Class I,food,Carrot Top Kitchens LLC,"Carrot Top Kitchens Lime Ginger Hummus; contains chickpeas, tahini, fresh ginger, lime juice & zest, salt; 8 oz.",Contains undeclared sesame,2026-01-06,Terminated,2026-04-27T23:01:55Z
H-0509-2026,Class II,food,"Karison Foods & Snacks, Inc.","Karison brand PANJIRI; NET WT. 12 oz.; Ingredients: Wheat Flour, Butter, Almonds, Sugar, Lotus Seeds, Fennel Seeds, Flax Seeds, Edible Gum, ","Product contains milk, which is undeclared in the ingredient statement.",2026-01-06,Terminated,2026-04-27T23:01:55Z
H-0488-2026,Class I,food,Carrot Top Kitchens LLC,"Carrot Top Kitchens Cherry Pepper Hummus; contains chickpeas, tahini, pickled cherry peppers, vinegar, garlic, salt; 8 oz.",Contains undeclared sesame,2026-01-06,Terminated,2026-04-27T23:01:55Z
H-0404-2026,Class I,food,Herbs Forever,HerbsForever- Gastro Care; Ayruvedic Herbal Supplement; 90 VEGE Capsules; Extract 800 MG each capsule. UPC: 8 07814 00124 3,Potential undeclared allergen ingredient (Wheat),2026-01-06,Ongoing,2026-04-27T23:01:55Z
H-0486-2026,Class I,food,Carrot Top Kitchens LLC,"Carrot Top Kitchens Sundried Tomato and Caper Hummus; contains chickpeas, sundried tomatoes, tahini, capers, vinegar, salt; 8 oz.",Contains undeclared sesame,2026-01-06,Terminated,2026-04-27T23:01:55Z
H-0505-2026,Class II,food,"Karison Foods & Snacks, Inc.","Karison brand BESAN LADDOO; NET WT. 12 oz.; Ingredients: Gram Flour, Butter, Sugar, Zero Trans Fat Vegetable Shortening, Almonds, Cardamom; ","Product contains milk, which is undeclared in the ingredient statement.",2026-01-06,Terminated,2026-04-27T23:01:55Z
Z-1236-2026,Class II,device,Biomerieux Inc,VITEK 2 Gram-negative Susceptibility Cards Containing  o	Polymyxin B (pb02n)  o	Ceftazidime/avibactam (cza02n)  o	Meropenem/Vaborbactam (mev,Potential risk of Quality Control failures and/or false resistant antibiotic results when testing isolates of Enterobacterales/Enterobacteri,2026-01-05,Ongoing,2026-04-27T23:01:55Z
Z-1498-2026,Class II,device,Raz Design Inc,"Raz-AT (Attendant Tilt) Mobile Shower Commode Chair, Catalog Number Z300  UDI-DI code: (01)00628758003007    Raz-ART (Attendant Rotational T",Due to a modification by a vendor and may be reinstalled without properly engaging the outside rear seat brackets that are used to keep the ,2026-01-05,Ongoing,2026-04-27T23:01:55Z
D-0352-2026,Class II,drug,Wizcure Pharmaa Private Limited,"BioGlo Fluorescein Sodium Ophthalmic Strips USP, 100 diagnostic strips, Manufactured by Omni Lens PVT. Ltd., 5 - Samrudhhi, Opp. Sakar-III, ",Lack of Assurance of Sterility: Products have not been manufactured in conformance with current good manufacturing practices.,2025-12-31,Ongoing,2026-04-27T23:01:55Z
D-0351-2026,Class II,drug,Wizcure Pharmaa Private Limited,"Bio Glo Fluorescein Sodium Ophthalmic Strips USP, 300 diagnostic strips, Manufactured Omni Lens Pvt Ltd 5 - Samruddhi, Opp. Sakar - III,  Na",Lack of Assurance of Sterility: Products have not been manufactured in conformance with current good manufacturing practices.,2025-12-31,Ongoing,2026-04-27T23:01:55Z
D-0346-2026,Class II,drug,Wizcure Pharmaa Private Limited,"Vista Tears Polyethylene Glycol 400 0.4% w/v, Propylene Glycol 0.3% w/v Eye Drops, Dry Eye Relief, Lubricant Drops, Sterile 10 ml (1/3 fl. o",Lack of Assurance of Sterility: Products have not been manufactured in conformance with current good manufacturing practices.,2025-12-31,Ongoing,2026-04-27T23:01:55Z
D-0347-2026,Class II,drug,Wizcure Pharmaa Private Limited,"Vista Gel Hypromellose USP 0.3% w/v, Eye Drops Dry Eye Relief Lubricating Gel, 10 ml. (1/3 fl. oz), Wizcure Pharmaa PVT. LTD, H-881, Phase-3",Lack of Assurance of Sterility: Products have not been manufactured in conformance with current good manufacturing practices.,2025-12-31,Ongoing,2026-04-27T23:01:55Z
D-0349-2026,Class II,drug,Wizcure Pharmaa Private Limited,"Vista Gonio Eye Lubricant, Hypromellose Ophthalmic Solution USP (Sterile Drops. Dry Eye Relief, 15 ml. (1/2 fl. oz.), Wizcure Pharmaa Pvt. L",Lack of Assurance of Sterility: Products have not been manufactured in conformance with current good manufacturing practices.,2025-12-31,Ongoing,2026-04-27T23:01:55Z
Z-1366-2026,Class II,device,"Medline Industries, LP","Medline Industries IV Administration and Extension Sets:  1) DBD-IV ADMIN SET,60DRP,1NEEDLE-FREE VALV, Model Number: DYNDTB0529;   2) IV ADM","Under circumstances involving exposure to particular chemicals and mechanical forces, the male luer connectors for the specified IV Administ",2025-12-31,Ongoing,2026-04-27T23:01:55Z
D-0246-2026,Class II,drug,"Glenmark Pharmaceuticals Inc., USA","Ondansetron Orally Disintegrating Tablets, USP, 4mg, 30 Tablets (3 blistercards each containing 10 tablets), Rx only, Manufactured for: Glen","Defective container: Preferred Pharmaceuticals received a letter from the manufacturer Glenmark, that the blister packs are not fully sealed",2025-12-30,Ongoing,2026-04-27T23:01:55Z
D-0256-2026,Class III,drug,SUN PHARMACEUTICAL INDUSTRIES INC,"Fluocinolone Acetonide Solution Topical Solution USP, 0.01%, 60-mL bottles, Rx only, Dist. by: Taro Pharmaceuticals Inc., Hawthorn, NY 10532",Failed Impurities/Degradation Specifications: Out of specification result was obtained for the known impurity D.,2025-12-30,Ongoing,2026-04-27T23:01:55Z
D-0295-2026,Class II,drug,Zydus Pharmaceuticals (USA) Inc,"Icosapent Ethyl capsules, 1 gram, 120-count bottles, Rx only, Manufactured by: Softgel Healthcare Pvt. Ltd., India, Distributed by: Zydus Ph",Subpotent Drug: Due oxidation caused by leakage of the contents of the Icosapent Ethyl 1g capsules. Use of the affected product may lead to ,2025-12-30,Ongoing,2026-04-27T23:01:55Z
Z-1174-2026,Class II,device,"Siemens Medical Solutions USA, Inc",Interventional Fluoroscopic X-Ray System: LUMINOS Q.namix R;  Siemens Material Number (SMN): 11574002;  With Software Version VB10D-SP02,"Ortho images acquired with preset automatic horizontal flip are not flipped and when acquiring single images, there is the possibility that ",2025-12-29,Ongoing,2026-04-27T23:01:55Z
