cve_id,severity,cvss_score,published,vendor,product,ticker,is_kev,kev_added,desc,captured_at
CVE-2026-26143,HIGH,7.8,2026-04-14,microsoft,powershell,MSFT,,,Improper input validation in Microsoft PowerShell allows an unauthorized attacker to bypass a security feature locally.,2026-04-27T22:49:27Z
CVE-2026-26183,HIGH,7.8,2026-04-14,microsoft,windows_server_2012,MSFT,,,Improper access control in Windows RPC API allows an authorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-27238,HIGH,7.8,2026-04-14,adobe,indesign,ADBE,,,"InDesign Desktop versions 20.5.2, 21.2 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploita",2026-04-27T22:49:27Z
CVE-2026-27283,HIGH,7.8,2026-04-14,adobe,indesign,ADBE,,,"InDesign Desktop versions 20.5.2, 21.2 and earlier are affected by a Use After Free vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this",2026-04-27T22:49:27Z
CVE-2026-27284,HIGH,7.8,2026-04-14,adobe,indesign,ADBE,,,"InDesign Desktop versions 20.5.2, 21.2 and earlier are affected by an out-of-bounds read vulnerability when parsing a crafted file, which could result in a read past the end of an allocated memory str",2026-04-27T22:49:27Z
CVE-2026-27287,HIGH,7.8,2026-04-14,adobe,incopy,ADBE,,,"InCopy versions 20.5.2, 21.2 and earlier are affected by an out-of-bounds read vulnerability when parsing a crafted file, which could result in a read past the end of an allocated memory structure. An",2026-04-27T22:49:27Z
CVE-2026-27289,HIGH,7.8,2026-04-14,adobe,photoshop,ADBE,,,"Photoshop Desktop versions 27.4 and earlier are affected by an out-of-bounds read vulnerability when parsing a crafted file, which could result in a read past the end of an allocated memory structure.",2026-04-27T22:49:27Z
CVE-2026-27291,HIGH,7.8,2026-04-14,adobe,indesign,ADBE,,,"InDesign Desktop versions 20.5.2, 21.2 and earlier are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation o",2026-04-27T22:49:27Z
CVE-2026-27292,HIGH,7.8,2026-04-14,adobe,framemaker,ADBE,,,Adobe Framemaker versions 2022.8 and earlier are affected by a Use After Free vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue,2026-04-27T22:49:27Z
CVE-2026-27293,HIGH,7.8,2026-04-14,adobe,framemaker,ADBE,,,Adobe Framemaker versions 2022.8 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation o,2026-04-27T22:49:27Z
CVE-2026-27294,HIGH,7.8,2026-04-14,adobe,framemaker,ADBE,,,"Adobe Framemaker versions 2022.8 and earlier are affected by an out-of-bounds read vulnerability when parsing a crafted file, which could result in a read past the end of an allocated memory structure",2026-04-27T22:49:27Z
CVE-2026-27295,HIGH,7.8,2026-04-14,adobe,framemaker,ADBE,,,Adobe Framemaker versions 2022.8 and earlier are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this,2026-04-27T22:49:27Z
CVE-2026-27296,HIGH,7.8,2026-04-14,adobe,framemaker,ADBE,,,Adobe Framemaker versions 2022.8 and earlier are affected by an Integer Underflow (Wrap or Wraparound) vulnerability that could result in arbitrary code execution in the context of the current user. E,2026-04-27T22:49:27Z
CVE-2026-27297,HIGH,7.8,2026-04-14,adobe,framemaker,ADBE,,,Adobe Framemaker versions 2022.8 and earlier are affected by an Integer Underflow (Wrap or Wraparound) vulnerability that could result in arbitrary code execution in the context of the current user. E,2026-04-27T22:49:27Z
CVE-2026-27298,HIGH,7.8,2026-04-14,adobe,framemaker,ADBE,,,Adobe Framemaker versions 2022.8 and earlier are affected by an Access of Resource Using Incompatible Type ('Type Confusion') vulnerability that could result in arbitrary code execution in the context,2026-04-27T22:49:27Z
CVE-2026-27310,HIGH,7.8,2026-04-14,adobe,bridge,ADBE,,,"Bridge versions 16.0.2, 15.1.4 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of ",2026-04-27T22:49:27Z
CVE-2026-27311,HIGH,7.8,2026-04-14,adobe,bridge,ADBE,,,"Bridge versions 16.0.2, 15.1.4 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of ",2026-04-27T22:49:27Z
CVE-2026-27312,HIGH,7.8,2026-04-14,adobe,bridge,ADBE,,,"Bridge versions 16.0.2, 15.1.4 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of ",2026-04-27T22:49:27Z
CVE-2026-27313,HIGH,7.8,2026-04-14,adobe,bridge,ADBE,,,"Bridge versions 16.0.2, 15.1.4 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of ",2026-04-27T22:49:27Z
CVE-2026-27918,HIGH,7.8,2026-04-14,microsoft,windows_10_1809,MSFT,,,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Shell allows an authorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-27924,HIGH,7.8,2026-04-14,microsoft,windows_10_21h2,MSFT,,,Use after free in Desktop Window Manager allows an authorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-27927,HIGH,7.8,2026-04-14,microsoft,windows_10_1809,MSFT,,,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Projected File System allows an authorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-31566,HIGH,7.8,2026-04-24,linux,linux_kernel,,,,"In the Linux kernel, the following vulnerability has been resolved:

drm/amdgpu: Fix fence put before wait in amdgpu_amdkfd_submit_ib

amdgpu_amdkfd_submit_ib() submits a GPU job and gets a fence
from",2026-04-27T22:49:27Z
CVE-2026-31576,HIGH,7.8,2026-04-24,linux,linux_kernel,,,,"In the Linux kernel, the following vulnerability has been resolved:

media: hackrf: fix to not free memory after the device is registered in hackrf_probe()

In hackrf driver, the following race condit",2026-04-27T22:49:27Z
CVE-2026-31578,HIGH,7.8,2026-04-24,linux,linux_kernel,,,,"In the Linux kernel, the following vulnerability has been resolved:

media: as102: fix to not free memory after the device is registered in as102_usb_probe()

In as102_usb driver, the following race c",2026-04-27T22:49:27Z
CVE-2026-31580,HIGH,7.8,2026-04-24,linux,linux_kernel,,,,"In the Linux kernel, the following vulnerability has been resolved:

bcache: fix cached_dev.sb_bio use-after-free and crash

In our production environment, we have received multiple crash reports
rega",2026-04-27T22:49:27Z
CVE-2026-31581,HIGH,7.8,2026-04-24,linux,linux_kernel,,,,"In the Linux kernel, the following vulnerability has been resolved:

ALSA: 6fire: fix use-after-free on disconnect

In usb6fire_chip_abort(), the chip struct is allocated as the card's
private data (v",2026-04-27T22:49:27Z
CVE-2026-31582,HIGH,7.8,2026-04-24,linux,linux_kernel,,,,"In the Linux kernel, the following vulnerability has been resolved:

hwmon: (powerz) Fix use-after-free on USB disconnect

After powerz_disconnect() frees the URB and releases the mutex, a
subsequent ",2026-04-27T22:49:27Z
CVE-2026-31583,HIGH,7.8,2026-04-24,linux,linux_kernel,,,,"In the Linux kernel, the following vulnerability has been resolved:

media: em28xx: fix use-after-free in em28xx_v4l2_open()

em28xx_v4l2_open() reads dev->v4l2 without holding dev->lock,
creating a r",2026-04-27T22:49:27Z
CVE-2026-31650,HIGH,7.8,2026-04-24,linux,linux_kernel,,,,"In the Linux kernel, the following vulnerability has been resolved:

mmc: vub300: fix use-after-free on disconnect

The vub300 driver maintains an explicit reference count for the
controller and its d",2026-04-27T22:49:27Z
CVE-2026-31652,HIGH,7.8,2026-04-24,linux,linux_kernel,,,,"In the Linux kernel, the following vulnerability has been resolved:

mm/damon/stat: deallocate damon_call() failure leaking damon_ctx

damon_stat_start() always allocates the module's damon_ctx object",2026-04-27T22:49:27Z
CVE-2026-32090,HIGH,7.8,2026-04-14,microsoft,windows_10_1607,MSFT,,,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Speech Brokered Api allows an authorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-32168,HIGH,7.8,2026-04-14,,,,,,Improper input validation in Azure Monitor Agent allows an authorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-32184,HIGH,7.8,2026-04-14,,,,,,Deserialization of untrusted data in Microsoft High Performance Compute Pack (HPC) allows an authorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-32189,HIGH,7.8,2026-04-14,,,,,,Use after free in Microsoft Office Excel allows an unauthorized attacker to execute code locally.,2026-04-27T22:49:27Z
CVE-2026-32192,HIGH,7.8,2026-04-14,,,,,,Deserialization of untrusted data in Azure Monitor Agent allows an authorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-32197,HIGH,7.8,2026-04-14,,,,,,Use after free in Microsoft Office Excel allows an unauthorized attacker to execute code locally.,2026-04-27T22:49:27Z
CVE-2026-32198,HIGH,7.8,2026-04-14,,,,,,Use after free in Microsoft Office Excel allows an unauthorized attacker to execute code locally.,2026-04-27T22:49:27Z
CVE-2026-32199,HIGH,7.8,2026-04-14,,,,,,Use after free in Microsoft Office Excel allows an unauthorized attacker to execute code locally.,2026-04-27T22:49:27Z
CVE-2026-32200,HIGH,7.8,2026-04-14,,,,,,Use after free in Microsoft Office PowerPoint allows an unauthorized attacker to execute code locally.,2026-04-27T22:49:27Z
CVE-2026-33095,HIGH,7.8,2026-04-14,,,,,,Use after free in Microsoft Office Word allows an unauthorized attacker to execute code locally.,2026-04-27T22:49:27Z
CVE-2026-33414,HIGH,7.8,2026-04-14,podman_project,podman,,,,"Podman is a tool for managing OCI containers and pods. Versions 4.8.0 through 5.8.1 contain a command injection vulnerability in the HyperV machine backend in pkg/machine/hyperv/stubber.go, where the ",2026-04-27T22:49:27Z
CVE-2026-34618,HIGH,7.8,2026-04-14,adobe,illustrator,ADBE,,,"Illustrator versions 30.2, 29.8.5 and earlier are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of thi",2026-04-27T22:49:27Z
CVE-2026-34627,HIGH,7.8,2026-04-14,adobe,indesign,ADBE,,,"InDesign Desktop versions 20.5.2, 21.2 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploita",2026-04-27T22:49:27Z
CVE-2026-34628,HIGH,7.8,2026-04-14,adobe,indesign,ADBE,,,"InDesign Desktop versions 20.5.2, 21.2 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploita",2026-04-27T22:49:27Z
CVE-2026-34629,HIGH,7.8,2026-04-14,adobe,indesign,ADBE,,,"InDesign Desktop versions 20.5.2, 21.2 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploita",2026-04-27T22:49:27Z
CVE-2026-34630,HIGH,7.8,2026-04-14,adobe,bridge,ADBE,,,"Bridge versions 16.0.2, 15.1.4 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of ",2026-04-27T22:49:27Z
CVE-2026-34631,HIGH,7.8,2026-04-14,adobe,incopy,ADBE,,,"InCopy versions 20.5.2, 21.2 and earlier are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this iss",2026-04-27T22:49:27Z
CVE-2026-40320,HIGH,7.8,2026-04-17,giskard,giskard,,,,"Giskard is an open-source testing framework for AI models. In versions prior to 1.0.2b1, the ConformityCheck class rendered the rule parameter through Jinja2's default Template() constructor, silently",2026-04-27T22:49:27Z
CVE-2026-40517,HIGH,7.8,2026-04-22,radare,radare2,,,,radare2 prior to 6.1.4 contains a command injection vulnerability in the PDB parser's print_gvars() function that allows attackers to execute arbitrary commands by crafting a malicious PDB file with n,2026-04-27T22:49:27Z
CVE-2026-40527,HIGH,7.8,2026-04-17,,,,,,radare2 prior to commit bc5a890 contains a command injection vulnerability in the afsv/afsvj command path where crafted ELF binaries can embed malicious r2 command sequences as DWARF DW_TAG_formal_par,2026-04-27T22:49:27Z
CVE-2026-41295,HIGH,7.8,2026-04-21,openclaw,openclaw,,,,OpenClaw before 2026.4.2 contains an improper trust boundary vulnerability allowing untrusted workspace channel shadows to execute during built-in channel setup and login. Attackers can clone a worksp,2026-04-27T22:49:27Z
CVE-2026-41336,HIGH,7.8,2026-04-23,,,,,,"OpenClaw before 2026.3.31 allows workspace .env files to override the OPENCLAW_BUNDLED_HOOKS_DIR environment variable, enabling loading of attacker-controlled hook code. Attackers can replace trusted ",2026-04-27T22:49:27Z
CVE-2026-4145,HIGH,7.8,2026-04-15,,,,,,"During an internal security assessment, a potential vulnerability was discovered in Lenovo Software Fix that could allow a local authenticated user to perform arbitrary code execution with elevated pr",2026-04-27T22:49:27Z
CVE-2026-5789,HIGH,7.8,2026-04-21,civetweb_project,civetweb,,,,Vulnerability related to an unquoted search path in CivetWeb v1.16. This vulnerability allows a local attacker to execute arbitrary code with elevated privileges by placing a malicious executable in a,2026-04-27T22:49:27Z
CVE-2026-7039,HIGH,7.8,2026-04-26,,,,,,A security vulnerability has been detected in tufantunc ssh-mcp up to 1.5.0. The affected element is the function shell.write of the file src/index.ts. Such manipulation of the argument Description le,2026-04-27T22:49:27Z
CVE-2026-27913,HIGH,7.7,2026-04-14,microsoft,windows_server_2012,MSFT,,,Improper input validation in Windows BitLocker allows an unauthorized attacker to bypass a security feature locally.,2026-04-27T22:49:27Z
CVE-2026-32105,HIGH,7.7,2026-04-17,neutrinolabs,xrdp,,,,"xrdp is an open source RDP server. In versions through 0.10.5, xrdp does not implement verification for the Message Authentication Code (MAC) signature of encrypted RDP packets when using the ""Classic",2026-04-27T22:49:27Z
CVE-2026-34428,HIGH,7.7,2026-04-20,,,,,,Vvveb prior to 1.0.8.1 contains a server-side request forgery vulnerability in the oEmbedProxy action of the editor/editor module where the url parameter is passed directly to getUrl() via curl withou,2026-04-27T22:49:27Z
CVE-2026-34619,HIGH,7.7,2026-04-14,adobe,coldfusion,ADBE,,,"ColdFusion versions 2023.18, 2025.6 and earlier are affected by an Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability that could result in a Security feature ",2026-04-27T22:49:27Z
CVE-2026-31952,HIGH,7.6,2026-04-24,xibosignage,xibo,,,,Xibo is an open source digital signage platform with a web content management system and Windows display player software. Versions 1.7 through 4.4.0 have an SQL injection vulnerability in the API rout,2026-04-27T22:49:27Z
CVE-2026-41297,HIGH,7.6,2026-04-21,openclaw,openclaw,,,,OpenClaw before 2026.3.31 contains a server-side request forgery vulnerability in the marketplace plugin download functionality that allows attackers to access internal resources by following unvalida,2026-04-27T22:49:27Z
CVE-2018-25294,HIGH,7.5,2026-04-26,,,,,,CEWE Photoshow 6.3.4 contains a buffer overflow vulnerability in the login dialog that allows attackers to crash the application by submitting oversized input. Attackers can inject 4000 bytes of data ,2026-04-27T22:49:27Z
CVE-2024-2374,HIGH,7.5,2026-04-16,wso2,api_manager,,,,The XML parsers within multiple WSO2 products accept user-supplied XML data without properly configuring to prevent the resolution of external entities. This omission allows malicious actors to craft ,2026-04-27T22:49:27Z
CVE-2026-2262,HIGH,7.5,2026-04-18,,,,,,"The Easy Appointments plugin for WordPress is vulnerable to Sensitive Information Exposure in all versions up to, and including, 3.12.21 via the `/wp-json/wp/v2/eablocks/ea_appointments/` REST API end",2026-04-27T22:49:27Z
CVE-2026-26154,HIGH,7.5,2026-04-14,microsoft,windows_server_2012,MSFT,,,Improper input validation in Windows Server Update Service allows an unauthorized attacker to perform tampering over a network.,2026-04-27T22:49:27Z
CVE-2026-27282,HIGH,7.5,2026-04-14,adobe,coldfusion,ADBE,,,"ColdFusion versions 2023.18, 2025.6 and earlier are affected by an Improper Input Validation vulnerability that could result in a Security feature bypass. An attacker could leverage this vulnerability",2026-04-27T22:49:27Z
CVE-2026-32135,HIGH,7.5,2026-04-20,emqx,nanomq,,,,NanoMQ MQTT Broker (NanoMQ) is an all-around Edge Messaging Platform. Versions prior to 0.24.11 have a remotely triggerable heap buffer overflow in the `uri_param_parse` function of NanoMQ's REST API.,2026-04-27T22:49:27Z
CVE-2026-32178,HIGH,7.5,2026-04-14,,,,,,Improper neutralization of special elements in .NET allows an unauthorized attacker to perform spoofing over a network.,2026-04-27T22:49:27Z
CVE-2026-32870,HIGH,7.5,2026-04-24,getkirby,kirby,,,,"Kirby is an open-source content management system. Kirby's `Xml::value()` method has special handling for `<![CDATA[ ]]>` blocks. If the input value is already valid `CDATA`, it is not escaped a secon",2026-04-27T22:49:27Z
CVE-2026-33077,HIGH,7.5,2026-04-24,roxy-wi,roxy-wi,,,,"Roxy-WI is a web interface for managing Haproxy, Nginx, Apache and Keepalived servers. Prior to version 8.2.6.4, the oldconfig parameter in the haproxy_section_save interface has an arbitrary file rea",2026-04-27T22:49:27Z
CVE-2026-3489,HIGH,7.5,2026-04-16,,,,,,"The DirectoryPress – Business Directory And Classified Ad Listing plugin for WordPress is vulnerable to SQL Injection via the 'packages' parameter in versions up to, and including, 3.6.26 due to insuf",2026-04-27T22:49:27Z
CVE-2026-3599,HIGH,7.5,2026-04-16,,,,,,The Riaxe Product Customizer plugin for WordPress is vulnerable to SQL Injection via the 'options' parameter keys within 'product_data' of the /wp-json/InkXEProductDesignerLite/add-item-to-cart REST A,2026-04-27T22:49:27Z
CVE-2026-3621,HIGH,7.5,2026-04-23,,,,,,IBM WebSphere Application Server - Liberty 17.0.0.3 through 26.0.0.4 IBM WebSphere Application Server Liberty is vulnerable to identity spoofing under limited conditions when an application is deploye,2026-04-27T22:49:27Z
CVE-2026-40192,HIGH,7.5,2026-04-15,python,pillow,,,,"Pillow is a Python imaging library. Versions 10.3.0 through 12.1.1 did not limit the amount of GZIP-compressed data read when decoding a FITS image, making them vulnerable to decompression bomb attack",2026-04-27T22:49:27Z
CVE-2026-40246,HIGH,7.5,2026-04-16,free5gc,free5gc,,,,"free5GC is an open-source implementation of the 5G core network. In versions 1.4.2 and below of the UDR service, the handler for deleting Traffic Influence Subscriptions checks whether the influenceId",2026-04-27T22:49:27Z
CVE-2026-40247,HIGH,7.5,2026-04-16,free5gc,free5gc,,,,"free5GC is an open-source implementation of the 5G core network. In versions 4.2.1 and below of the UDR service, the handler for reading Traffic Influence Subscriptions checks whether the influenceId ",2026-04-27T22:49:27Z
CVE-2026-40248,HIGH,7.5,2026-04-16,free5gc,free5gc,,,,"free5GC is an open-source implementation of the 5G core network. In versions 4.2.1 and below of the UDR service, the handler for creating or updating Traffic Influence Subscriptions checks whether the",2026-04-27T22:49:27Z
CVE-2026-40481,HIGH,7.5,2026-04-17,monetr,monetr,,,,"monetr is a budgeting application for recurring expenses. In versions 1.12.3 and below, the public Stripe webhook endpoint buffers the entire request body into memory before validating the Stripe sign",2026-04-27T22:49:27Z
CVE-2026-40584,HIGH,7.5,2026-04-21,ransomlook,ransomlook,,,,"RansomLook is a tool to monitor Ransomware groups and markets and extract their victims. Prior to 1.9.0, the API in the affected application improperly filters private location entries in website/web/",2026-04-27T22:49:27Z
CVE-2026-40881,HIGH,7.5,2026-04-21,zfnd,zebra-network,,,,"ZEBRA is a Zcash node written entirely in Rust. Prior to zebrad version 4.3.0 and zebra-network version 5.0.1, when deserializing addr or addrv2 messages, which contain vectors of addresses, Zebra wou",2026-04-27T22:49:27Z
CVE-2026-40895,HIGH,7.5,2026-04-21,follow-redirects_project,follow-redirects,,,,"follow-redirects is an open source, drop-in replacement for Node's `http` and `https` modules that automatically follows redirects. Prior to 1.16.0, when an HTTP request follows a cross-domain redirec",2026-04-27T22:49:27Z
CVE-2026-40938,HIGH,7.5,2026-04-21,linuxfoundation,tekton_pipelines,,,,"Tekton Pipelines project provides k8s-style resources for declaring CI/CD-style pipelines. From 1.0.0 to before 1.11.0, the git resolver's revision parameter is passed directly as a positional argumen",2026-04-27T22:49:27Z
CVE-2026-41266,HIGH,7.5,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, /api/v1/public-chatbotConfig/:id ep exposes sensitive data including API keys, HTTP authorizati",2026-04-27T22:49:27Z
CVE-2026-41275,HIGH,7.5,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, the password reset functionality on cloud.flowiseai.com sends a reset password link over the un",2026-04-27T22:49:27Z
CVE-2026-41278,HIGH,7.5,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, the GET /api/v1/public-chatflows/:id endpoint returns the full chatflow object without sanitiza",2026-04-27T22:49:27Z
CVE-2026-41279,HIGH,7.5,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, the text-to-speech generation endpoint (POST /api/v1/text-to-speech/generate) is whitelisted (n",2026-04-27T22:49:27Z
CVE-2026-42039,HIGH,7.5,2026-04-24,axios,axios,,,,"Axios is a promise based HTTP client for the browser and Node.js. Prior to 1.15.1 and 0.31.1, toFormData recursively walks nested objects with no depth limit, so a deeply nested value passed as reques",2026-04-27T22:49:27Z
CVE-2026-4352,HIGH,7.5,2026-04-14,,,,,,"The JetEngine plugin for WordPress is vulnerable to SQL Injection via the Custom Content Type (CCT) REST API search endpoint in all versions up to, and including, 3.8.6.1. This is due to the `_cct_sea",2026-04-27T22:49:27Z
CVE-2026-4525,HIGH,7.5,2026-04-17,hashicorp,vault,,,,"If a Vault auth mount is configured to pass through the ""Authorization"" header, and the ""Authorization"" header is used to authenticate to Vault, Vault forwarded the Vault token to the auth plugin back",2026-04-27T22:49:27Z
CVE-2026-4659,HIGH,7.5,2026-04-17,,,,,,"The Unlimited Elements for Elementor plugin for WordPress is vulnerable to Arbitrary File Read via the Repeater JSON/CSV URL parameter in versions up to, and including, 2.0.6. This is due to insuffici",2026-04-27T22:49:27Z
CVE-2026-5050,HIGH,7.5,2026-04-16,,,,,,"The Payment Gateway for Redsys & WooCommerce Lite plugin for WordPress is vulnerable to Improper Verification of Cryptographic Signature in versions up to, and including, 7.0.0 due to successful_reque",2026-04-27T22:49:27Z
CVE-2026-5710,HIGH,7.5,2026-04-17,,,,,,The Drag and Drop Multiple File Upload for Contact Form 7 plugin for WordPress is vulnerable to Path Traversal leading to Arbitrary File Read in versions up to and including 1.3.9.6. This is due to th,2026-04-27T22:49:27Z
CVE-2026-6351,HIGH,7.5,2026-04-16,,,,,,"MailGates/MailAudit developed by Openfind has a CRLF Injection vulnerability, allowing unauthenticated remote attackers to exploit this vulnerability to read system files.",2026-04-27T22:49:27Z
CVE-2026-6947,HIGH,7.5,2026-04-24,,,,,,"DWM-222W USB Wi-Fi Adapter developed by D-Link has a Brute-Force Protection Bypass vulnerability, allowing unauthenticated adjacent network attackers to bypass login attempt limits to perform brute-fo",2026-04-27T22:49:27Z
CVE-2026-33608,HIGH,7.4,2026-04-22,powerdns,authoritative,,,,"An attacker can send a notify request that causes a new secondary domain to be added to the bind backend, but causes said backend to update its configuration to an invalid one, leading to the backend ",2026-04-27T22:49:27Z
CVE-2026-33804,HIGH,7.4,2026-04-16,openjsf,\@fastify\/middie,,,,@fastify/middie versions 9.3.1 and earlier are vulnerable to middleware bypass when the deprecated Fastify ignoreDuplicateSlashes option is enabled. The middleware path matching logic does not account,2026-04-27T22:49:27Z
CVE-2026-24032,HIGH,7.3,2026-04-14,,,,,,A vulnerability has been identified in SINEC NMS (All versions < V4.0 SP3 with UMC). The affected application contains an authentication weakness due to insufficient validation of user identity in the,2026-04-27T22:49:27Z
CVE-2026-35603,HIGH,7.3,2026-04-17,anthropic,claude_code,,,,"Claude Code is an agentic coding tool. In versions prior to 2.1.75 on Windows, Claude Code loaded the system-wide default configuration from C:\ProgramData\ClaudeCode\managed-settings.json without val",2026-04-27T22:49:27Z
CVE-2026-4134,HIGH,7.3,2026-04-15,,,,,,"During an internal security assessment, a potential vulnerability was discovered in Lenovo Software Fix, that during installation could allow a local authenticated user to execute code with elevated p",2026-04-27T22:49:27Z
CVE-2026-41342,HIGH,7.3,2026-04-23,,,,,,OpenClaw before 2026.3.28 contains an authentication bypass vulnerability in the remote onboarding component that persists unauthenticated discovery endpoints without explicit trust confirmation. Atta,2026-04-27T22:49:27Z
CVE-2026-41355,HIGH,7.3,2026-04-23,,,,,,OpenShell before 2026.3.28 contains an arbitrary code execution vulnerability in mirror mode that converts untrusted sandbox files into workspace hooks. Attackers with mirror mode access can execute a,2026-04-27T22:49:27Z
CVE-2026-5935,HIGH,7.3,2026-04-23,,,,,,"IBM Total Storage Service Console (TSSC) / TS4500 IMC 9.2, 9.3, 9.4, 9.5, 9.6 TSSC/IMC could allow an unauthenticated user to execute arbitrary commands with normal user privileges on the system due t",2026-04-27T22:49:27Z
CVE-2026-6384,HIGH,7.3,2026-04-15,,,,,,A flaw was found in gimp. This buffer overflow vulnerability in the GIF image loading component's `ReadJeffsImage` function allows an attacker to write beyond an allocated buffer by processing a speci,2026-04-27T22:49:27Z
CVE-2026-6490,HIGH,7.3,2026-04-17,,,,,,A weakness has been identified in QueryMine sms up to 7ab5a9ea196209611134525ffc18de25c57d9593. Impacted is an unknown function of the file admin/deletecourse.php of the component GET Request Paramete,2026-04-27T22:49:27Z
CVE-2026-6562,HIGH,7.3,2026-04-19,,,,,,A flaw has been found in dameng100 muucmf 1.9.5.20260309. Impacted is the function getListByPage of the file /index/Search/index.html. Executing a manipulation of the argument keyword can lead to sql ,2026-04-27T22:49:27Z
CVE-2026-6568,HIGH,7.3,2026-04-19,,,,,,A vulnerability was determined in kodcloud KodExplorer up to 4.52. This affects the function share.class.php::initShareOld of the file /app/controller/share.class.php of the component Public Share Han,2026-04-27T22:49:27Z
CVE-2026-6569,HIGH,7.3,2026-04-19,,,,,,A vulnerability was identified in kodcloud KodExplorer up to 4.52. This impacts the function fileGet of the file /app/controller/share.class.php of the component fileGet Endpoint. Such manipulation of,2026-04-27T22:49:27Z
CVE-2026-6574,HIGH,7.3,2026-04-19,,,,,,A vulnerability has been found in osuuu LightPicture up to 1.2.2. This issue affects some unknown processing of the file /public/install/lp.sql of the component API Upload Endpoint. Such manipulation ,2026-04-27T22:49:27Z
CVE-2026-6577,HIGH,7.3,2026-04-19,,,,,,A vulnerability was identified in liangliangyy DjangoBlog up to 2.1.0.0. The impacted element is an unknown function of the file owntracks/views.py of the component logtracks Endpoint. The manipulatio,2026-04-27T22:49:27Z
CVE-2026-6580,HIGH,7.3,2026-04-19,,,,,,A security vulnerability has been detected in liangliangyy DjangoBlog up to 2.1.0.0. Affected is an unknown function of the file owntracks/views.py of the component Amap API Call Handler. Such manipul,2026-04-27T22:49:27Z
CVE-2026-6582,HIGH,7.3,2026-04-19,,,,,,A flaw has been found in TransformerOptimus SuperAGI up to 0.0.14. Affected by this issue is the function get_vector_db_details of the file superagi/controllers/vector_dbs.py of the component Vector D,2026-04-27T22:49:27Z
CVE-2026-6594,HIGH,7.3,2026-04-20,,,,,,A vulnerability was determined in brikcss merge up to 1.3.0. This affects an unknown part. Executing a manipulation of the argument __proto__/constructor.prototype/prototype can lead to improperly con,2026-04-27T22:49:27Z
CVE-2026-6595,HIGH,7.3,2026-04-20,,,,,,A vulnerability was identified in ProjectsAndPrograms School Management System up to 6b6fae5426044f89c08d0dd101c7fa71f9042a59. This vulnerability affects unknown code of the file buslocation.php of th,2026-04-27T22:49:27Z
CVE-2026-6596,HIGH,7.3,2026-04-20,,,,,,A security flaw has been discovered in langflow-ai langflow up to 1.1.0. This issue affects the function create_upload_file of the file src/backend/base/Langflow/api/v1/endpoints.py of the component A,2026-04-27T22:49:27Z
