decision_date,k_number,applicant,device_name,advisory_committee,country,captured_at
2026-03-06,K252208,"Ford Medtech, LLC",JFord Speculum Sleeve,Obstetrics/Gynecology,US,2026-04-27T22:47:41Z
2026-03-06,K251818,"Hudens Bio Co., Ltd.",BONTREE PLUS,Dental,KR,2026-04-27T22:47:41Z
2026-03-06,K260166,BunkerHill Health,Bunkerhill Contrast CAC,Radiology,US,2026-04-27T22:47:41Z
2026-03-06,K253551,Depuy Ireland UC,VELYS Hip Navigation,Radiology,IE,2026-04-27T22:47:41Z
2026-03-06,K253983,"Guangzhou Haoyimai Trading Co., Ltd.",Water-based lubricant,Obstetrics/Gynecology,CN,2026-04-27T22:47:41Z
2026-03-05,K251788,"Zhuhai DR Medical Instruments Co., Ltd.",Extension tube,Cardiovascular,CN,2026-04-27T22:47:41Z
2026-03-05,K253591,"Paragon 28, Inc.",Phantom® Hindfoot TTC/TC Nail System,Orthopedic,US,2026-04-27T22:47:41Z
2026-03-05,K253267,Nanosonics Limited,CORIS System,General Hospital,AU,2026-04-27T22:47:41Z
2026-03-05,K253442,Earlitec Diagnostics,EarliPoint Assessment,Neurology,US,2026-04-27T22:47:41Z
2026-03-05,K252450,"Ivoclar Vivadent, Inc.",Adhese 2,Dental,US,2026-04-27T22:47:41Z
2026-03-05,K252196,"Arthrex, Inc.",Arthrex FibuLock Nail System,Orthopedic,US,2026-04-27T22:47:41Z
2026-03-05,K260169,Philips Medical Systems Nederland B.V.,AV Cardiac CT,Radiology,NL,2026-04-27T22:47:41Z
2026-03-05,K252538,"Orca Dental AI , Ltd.",CEPHX3D,Radiology,IL,2026-04-27T22:47:41Z
2026-03-05,K252779,"Jiangsu Yuyue Medical Equipment & Supply Co., Ltd.",YUWELL® Electronic Blood Pressure Monitor (YE630CR),Cardiovascular,CN,2026-04-27T22:47:41Z
2026-03-05,K251901,"Esaote, S.p.A.",Magnifico Open (100009900),Radiology,IT,2026-04-27T22:47:41Z
2026-03-04,K260015,SpineCraft,ANTERIS Thoracolumbar Plate System,Orthopedic,US,2026-04-27T22:47:41Z
2026-03-04,K253878,"Shenzhen Kaiyan Medical Equipment Co., Ltd.","LUSTRE GoGlow Advanced LED Patches (PR8001, PR9001)","General, Plastic Surgery",CN,2026-04-27T22:47:41Z
2026-03-04,K252025,"Satori Orthopaedics, Inc.",Active Intramedullary (AIM) Tibial Nail System,Orthopedic,US,2026-04-27T22:47:41Z
2026-03-04,K254306,"Aevumed, Inc.",Aevumed FENIX Suture Anchor,Orthopedic,US,2026-04-27T22:47:41Z
2026-03-04,K260365,"Devicor Medical Products, Inc.",Mammotome Prima MR Dual Vacuum-Assisted Breast Biopsy System Control Module; Ma,"Gastroenterology, Urology",US,2026-04-27T22:47:41Z
2026-03-04,K260380,"Escala Medical, Ltd.",Mendit,Obstetrics/Gynecology,IL,2026-04-27T22:47:41Z
2026-03-04,DEN250012,"Lifevac, LLC",LifeVac,"Ear, Nose, Throat",US,2026-04-27T22:47:41Z
2026-03-04,K253896,"Globalcare Medical Technology Co., Ltd.",TENS/EMS device (GUSE01),Neurology,CN,2026-04-27T22:47:41Z
2026-03-04,K253493,"Dentis Co., Ltd.",Dentis SQ-SL AXEL Fixture,Dental,KR,2026-04-27T22:47:41Z
2026-03-04,K253565,"Dentsply Sirona, Inc.",SureSmile Software,Dental,US,2026-04-27T22:47:41Z
2026-03-04,K253870,"Suzhou Master Machinery Manufacturing Co.,Ltd",Electric Wheelchair (MP148),Physical Medicine,CN,2026-04-27T22:47:41Z
2026-03-04,K253898,"QT Imaging Holdings, Inc.",QT Scanner 2000 Model A,Radiology,US,2026-04-27T22:47:41Z
2026-03-04,K253871,"Radcliffe Watts, LLC",Klär Lite (RCW-KL1000),"General, Plastic Surgery",US,2026-04-27T22:47:41Z
2026-03-04,K251434,"Osstem Implant Co., Ltd.",Healing Abutment System,Dental,KR,2026-04-27T22:47:41Z
2026-03-03,K252534,"Zhejiang Hangkang Medical Equipment Co., Ltd.",Surgical Face Mask (Ear mount),"General, Plastic Surgery",CN,2026-04-27T22:47:41Z
2026-03-03,K251940,"L&K BIOMED Co., Ltd.",PathLoc Lumbar Plate System,Orthopedic,KR,2026-04-27T22:47:41Z
2026-03-03,K253845,"Ram.Shaw Pte. , Ltd.","Anti Snoring Mouthpiece (L08-BP, L08-PT, L08-BT, L08-TP, L08-TB, L08-PB)",Dental,SG,2026-04-27T22:47:41Z
2026-03-03,K253818,"Harrison-AI Medical Pty, Ltd.",Annalise Enterprise,Radiology,AU,2026-04-27T22:47:41Z
2026-03-03,K260010,"THINK Surgical, Inc.",TMINI® Miniature Robotic System,Neurology,US,2026-04-27T22:47:41Z
2026-03-03,K251793,Sota Cloud Corp.,SOTA Cloud Smart Sensor (1.5),Dental,US,2026-04-27T22:47:41Z
2026-03-03,K253920,"Haidari Beauty Technology (Beijing) Co., Ltd.",CO2 Laser Treatment Machine (CFR3M1),"General, Plastic Surgery",CN,2026-04-27T22:47:41Z
2026-03-03,K260353,"Arthrex, Inc.",Arthrex Humeral Plating System (Anatomic Humeral Plate) and Cerclage Button,Orthopedic,US,2026-04-27T22:47:41Z
2026-03-03,K254245,"New Stetic, SA",ZAFIRA®,Dental,CO,2026-04-27T22:47:41Z
2026-03-03,K253874,"Shenzhen Hanhua Opto Co., Ltd.","LED Therapy Light (COB1400, HP1800PRO)","General, Plastic Surgery",CN,2026-04-27T22:47:41Z
2026-03-03,K260682,Premier Dental Products Company,Bond-PR Universal Adhesive,Dental,US,2026-04-27T22:47:41Z
2026-03-02,K252632,"Nanjing Dewen Medical Technology Co., Ltd.",Microwave Ablation Device,"General, Plastic Surgery",CN,2026-04-27T22:47:41Z
2026-03-02,K260003,Karl Storz SE & CO. KG,KARL STORZ Mediastinoscopes and Instruments,"Ear, Nose, Throat",DE,2026-04-27T22:47:41Z
2026-03-02,K253771,"Nanjing Devin Medical Technology Co., Ltd.","Disposable Microwave Ablation Antenna (DW-XR-II1, DW-XR-II3, DW-XR-II4, DW-XR-II","General, Plastic Surgery",CN,2026-04-27T22:47:41Z
2026-03-02,K253593,Clarius Mobile Health Corp.,Clarius Ejection Fraction AI,Radiology,CA,2026-04-27T22:47:41Z
2026-03-02,K252531,Myofunctional Research Co.,"Myosa (S1H, S1, S2, S3, S1M, S2M); Myosa for Snorers (S1, S1M, S2)",Dental,AU,2026-04-27T22:47:41Z
2026-03-02,K252487,"Gyrus Acmi, Inc.","POWERSEAL Open Extended Jaw Sealer and Divider, Double-Action (PS-0021EJDA)","General, Plastic Surgery",US,2026-04-27T22:47:41Z
2026-03-02,K253380,"Liaoning Upcera Co., Ltd.",FLNT Base and FLNT Temp,Dental,CN,2026-04-27T22:47:41Z
2026-03-02,K253798,"Guangzhou Heygears IMC., Inc.",UltraPrint-Dental Hard Splint UV,Unknown,CN,2026-04-27T22:47:41Z
2026-03-02,K254229,"Arthrex, Inc.",Arthrex Nano FiberTak Suture Anchor,Orthopedic,US,2026-04-27T22:47:41Z
2026-03-02,K254054,Synthes GmbH,VOLT Ankle Trauma 2.7/3.5 Plating System; VOLT Calcaneus 2.7 Plating System,Orthopedic,CH,2026-04-27T22:47:41Z
2026-03-02,K251777,Mesi D.O.O.,MESI mTABLET SPIRO,Anesthesiology,SI,2026-04-27T22:47:41Z
2026-02-27,K254249,"Hankil Tech Medical Co., Ltd.",HKT Anatomical Locking Trauma System,Orthopedic,KR,2026-04-27T22:47:41Z
2026-02-27,K251998,"Siemens Healthcare Diagnostics, Inc.",Atellica CH Diazo Total Bilirubin (D_TBil),Clinical Chemistry,US,2026-04-27T22:47:41Z
2026-02-27,K253829,"Beijing HuaCheng Taike Technology Co., Ltd.",Medical Ultra-Pico Laser Treatment System (CM-SP-1064&532),"General, Plastic Surgery",CN,2026-04-27T22:47:41Z
2026-02-27,K253535,Ligence Uab,Ligence Heart,Radiology,LT,2026-04-27T22:47:41Z
2026-02-27,K253797,"Mediclus Co., Ltd.",One-Stop,Unknown,KR,2026-04-27T22:47:41Z
2026-02-27,K252448,Avita Corporation,AViTA Pulse Oximeter (SP61),Cardiovascular,CN,2026-04-27T22:47:41Z
2026-02-27,K253778,Elevate Oral Care,Allday Moisturizing Rinse,Unknown,US,2026-04-27T22:47:41Z
2026-02-27,K253828,"Beijing HuaCheng Taike Technology Co., Ltd.",Medical Alexandrite and Nd:YAG laser Therapy System (CM11LP),"General, Plastic Surgery",CN,2026-04-27T22:47:41Z
2026-02-27,K252714,"Vigor Medical Technologies , Ltd.",C-Lant Port,"Gastroenterology, Urology",IL,2026-04-27T22:47:41Z
2026-02-27,K253695,"Riverpoint Medical, LLC",LigaMend,Orthopedic,US,2026-04-27T22:47:41Z
2026-02-27,K253536,"Epineuron Technologies, Inc.",Evala Nerve Stimulator (EPNR002),"Ear, Nose, Throat",CA,2026-04-27T22:47:41Z
2026-02-27,K260292,Atraverse Medical,HOTWIRE RF GUIDEWIRE (901XXX); HOTWIRE RF GUIDEWIRE (902XXX),Cardiovascular,US,2026-04-27T22:47:41Z
2026-02-26,K253021,"Sibel Health, Inc.",ANNE Maternal,Obstetrics/Gynecology,US,2026-04-27T22:47:41Z
2026-02-26,K252166,"Globus Medical, Inc.",RIB LINK Fixation System,Orthopedic,US,2026-04-27T22:47:41Z
2026-02-26,K254271,"ORO Co., Ltd.",CAPRI,"General, Plastic Surgery",KR,2026-04-27T22:47:41Z
2026-02-26,K254182,"Osteonic Co., Ltd.",Aster,Orthopedic,KR,2026-04-27T22:47:41Z
2026-02-26,K254017,Implanet,SWINGO-3D Lumbar Cage System,Orthopedic,FR,2026-04-27T22:47:41Z
2026-02-26,K253328,Medacta International S.A.,GMK 3D Metal Tibial Tray Extension,Orthopedic,CH,2026-04-27T22:47:41Z
2026-02-26,K254242,Karl Storz SE & CO. KG,KARL STORZ ICG Imaging System with RUBINA® Lens,"Gastroenterology, Urology",DE,2026-04-27T22:47:41Z
2026-02-26,K254251,"Shanghai AnQing Medical Instrument Co., Ltd.","InnovexView (GC146-17, GC150-20, GC155-23)",Obstetrics/Gynecology,CN,2026-04-27T22:47:41Z
2026-02-26,K253578,"Aidoc Medical , Ltd.",BriefCase-Triage: CARE Multi-Triage CT for Pneumothorax; Pericardial effusion; L,Radiology,IL,2026-04-27T22:47:41Z
2026-02-26,K253791,"DePuy Mitek, Inc.",PUREVUE Quick Connect Cannula System Tray; PUREVUE Quick Connect Cannula Syste,General Hospital,US,2026-04-27T22:47:41Z
2026-02-26,K251860,"Copioumed International, Inc.",Copioumed AAMI 3 Surgical Gown,"General, Plastic Surgery",TW,2026-04-27T22:47:41Z
2026-02-26,K253641,"Owl Dental Lab, Inc.",Owl Night Guard,Unknown,US,2026-04-27T22:47:41Z
2026-02-26,K253764,"Disior, Ltd.",ENOS Software Guided External Fixation System,Orthopedic,US,2026-04-27T22:47:41Z
2026-02-26,K251700,Speciality Fibres and Materials Limited,Ganymede 2cm diameter (FG100300); Ganymede 5cm x 5cm (FG100400); Ganymede 10cm x,Unknown,GB,2026-04-27T22:47:41Z
2026-02-26,K260254,Enbio Group AG,Enbio PRO,General Hospital,CH,2026-04-27T22:47:41Z
